event_id,payment_id,amount_inr,currency,method,failure_reason,failure_type,successful_payments,split,p_retry,p_link,p_human
evt_syn_02448,pay_syn_02448,2960,INR,card,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_02449,pay_syn_02449,4292,INR,card,authentication failed,authentication_failed,0,holdout,0.22,0.6,0.42
evt_syn_02450,pay_syn_02450,12826,INR,card,insufficient funds,insufficient_funds,2,train,0.72,0.55,0.5
evt_syn_02451,pay_syn_02451,10926,INR,card,card expired,card_expired,8,train,0.14,0.74,0.45
evt_syn_02452,pay_syn_02452,527,INR,card,bank decline,bank_decline,3,train,0.18,0.58,0.4
evt_syn_02453,pay_syn_02453,2842,INR,card,authentication failed,authentication_failed,2,holdout,0.22,0.6,0.42
evt_syn_02454,pay_syn_02454,13348,INR,card,insufficient funds,insufficient_funds,5,train,0.78,0.61,0.5
evt_syn_02455,pay_syn_02455,1307,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,1,train,0.05,0.62,0.4
evt_syn_02456,pay_syn_02456,7384,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,3,train,0.11,0.68,0.4
evt_syn_02457,pay_syn_02457,4304,INR,card,card expired,card_expired,8,train,0.14,0.74,0.45
evt_syn_02458,pay_syn_02458,2262,INR,upi,international_transaction_not_allowed,international_transaction_not_allowed,5,train,0.11,0.68,0.4
evt_syn_02459,pay_syn_02459,24659,INR,netbanking,card expired,card_expired,3,train,0.14,0.74,0.45
evt_syn_02460,pay_syn_02460,544,INR,upi,bank decline,bank_decline,0,holdout,0.12,0.52,0.4
evt_syn_02461,pay_syn_02461,6031,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,1,holdout,0.05,0.62,0.4
evt_syn_02462,pay_syn_02462,1933,INR,card,bank decline,bank_decline,1,holdout,0.12,0.52,0.4
evt_syn_02463,pay_syn_02463,2254,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,0,train,0.05,0.62,0.4
evt_syn_02464,pay_syn_02464,2736,INR,card,card expired,card_expired,3,holdout,0.14,0.74,0.45
evt_syn_02465,pay_syn_02465,987,INR,card,bank decline,bank_decline,3,train,0.18,0.58,0.4
evt_syn_02466,pay_syn_02466,2315,INR,upi,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_02467,pay_syn_02467,9775,INR,card,insufficient funds,insufficient_funds,2,train,0.72,0.55,0.5
evt_syn_02468,pay_syn_02468,4634,INR,upi,authentication failed,authentication_failed,2,train,0.22,0.6,0.42
evt_syn_02469,pay_syn_02469,14309,INR,card,card expired,card_expired,2,train,0.08,0.68,0.45
evt_syn_02470,pay_syn_02470,4958,INR,netbanking,authentication failed,authentication_failed,1,holdout,0.22,0.6,0.42
evt_syn_02471,pay_syn_02471,459,INR,upi,insufficient funds,insufficient_funds,8,holdout,0.78,0.61,0.5
evt_syn_02472,pay_syn_02472,23374,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,2,train,0.05,0.62,0.4
evt_syn_02473,pay_syn_02473,13020,INR,upi,network error,network_error,2,train,0.58,0.5,0.35
evt_syn_02474,pay_syn_02474,324,INR,card,card expired,card_expired,1,train,0.08,0.68,0.45
evt_syn_02475,pay_syn_02475,747,INR,card,insufficient funds,insufficient_funds,1,holdout,0.72,0.55,0.5
evt_syn_02476,pay_syn_02476,875,INR,card,authentication failed,authentication_failed,2,train,0.22,0.6,0.42
evt_syn_02477,pay_syn_02477,9656,INR,card,network error,network_error,1,train,0.58,0.5,0.35
evt_syn_02478,pay_syn_02478,14054,INR,card,authentication failed,authentication_failed,1,train,0.22,0.6,0.42
evt_syn_02479,pay_syn_02479,1900,INR,upi,international_transaction_not_allowed,international_transaction_not_allowed,0,train,0.05,0.62,0.4
evt_syn_02480,pay_syn_02480,27987,INR,netbanking,authentication failed,authentication_failed,2,holdout,0.14,0.52,0.42
evt_syn_02481,pay_syn_02481,1391,INR,upi,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_02482,pay_syn_02482,376,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,5,train,0.11,0.68,0.4
evt_syn_02483,pay_syn_02483,3374,INR,upi,card expired,card_expired,5,train,0.14,0.74,0.45
evt_syn_02484,pay_syn_02484,21693,INR,upi,card expired,card_expired,3,train,0.14,0.74,0.45
evt_syn_02485,pay_syn_02485,21228,INR,card,bank decline,bank_decline,0,train,0.12,0.52,0.4
evt_syn_02486,pay_syn_02486,4584,INR,card,authentication failed,authentication_failed,2,train,0.22,0.6,0.42
evt_syn_02487,pay_syn_02487,2811,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,2,train,0.05,0.62,0.4
evt_syn_02488,pay_syn_02488,21187,INR,upi,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_02489,pay_syn_02489,2018,INR,card,card expired,card_expired,3,train,0.14,0.74,0.45
evt_syn_02490,pay_syn_02490,47494,INR,card,bank decline,bank_decline,8,train,0.1,0.5,0.4
evt_syn_02491,pay_syn_02491,5358,INR,card,insufficient funds,insufficient_funds,1,train,0.72,0.55,0.5
evt_syn_02492,pay_syn_02492,2824,INR,card,insufficient funds,insufficient_funds,5,train,0.78,0.61,0.5
evt_syn_02493,pay_syn_02493,4733,INR,upi,card expired,card_expired,8,train,0.14,0.74,0.45
evt_syn_02494,pay_syn_02494,3118,INR,card,card expired,card_expired,2,holdout,0.08,0.68,0.45
evt_syn_02495,pay_syn_02495,4115,INR,card,network error,network_error,0,train,0.58,0.5,0.35
evt_syn_02496,pay_syn_02496,280,INR,card,authentication failed,authentication_failed,2,train,0.22,0.6,0.42
evt_syn_02497,pay_syn_02497,19563,INR,card,card expired,card_expired,5,train,0.14,0.74,0.45
evt_syn_02498,pay_syn_02498,1949,INR,netbanking,card expired,card_expired,5,train,0.14,0.74,0.45
evt_syn_02499,pay_syn_02499,7882,INR,upi,authentication failed,authentication_failed,1,holdout,0.22,0.6,0.42
evt_syn_02500,pay_syn_02500,399,INR,card,bank decline,bank_decline,2,train,0.12,0.52,0.4
evt_syn_02501,pay_syn_02501,7928,INR,upi,insufficient funds,insufficient_funds,2,train,0.72,0.55,0.5
evt_syn_02502,pay_syn_02502,745,INR,card,card expired,card_expired,8,holdout,0.14,0.74,0.45
evt_syn_02503,pay_syn_02503,477,INR,card,card expired,card_expired,2,train,0.08,0.68,0.45
evt_syn_02504,pay_syn_02504,1684,INR,card,bank decline,bank_decline,0,holdout,0.12,0.52,0.4
evt_syn_02505,pay_syn_02505,11016,INR,card,card expired,card_expired,2,train,0.08,0.68,0.45
evt_syn_02506,pay_syn_02506,9066,INR,netbanking,international_transaction_not_allowed,international_transaction_not_allowed,0,holdout,0.05,0.62,0.4
evt_syn_02507,pay_syn_02507,1002,INR,netbanking,insufficient funds,insufficient_funds,1,holdout,0.72,0.55,0.5
evt_syn_02508,pay_syn_02508,3217,INR,netbanking,authentication failed,authentication_failed,3,train,0.28,0.66,0.42
evt_syn_02509,pay_syn_02509,4221,INR,upi,authentication failed,authentication_failed,2,holdout,0.22,0.6,0.42
evt_syn_02510,pay_syn_02510,3060,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,5,holdout,0.11,0.68,0.4
evt_syn_02511,pay_syn_02511,2505,INR,card,card expired,card_expired,5,train,0.14,0.74,0.45
evt_syn_02512,pay_syn_02512,2530,INR,upi,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_02513,pay_syn_02513,3615,INR,upi,insufficient funds,insufficient_funds,3,holdout,0.78,0.61,0.5
evt_syn_02514,pay_syn_02514,9947,INR,card,bank decline,bank_decline,1,train,0.12,0.52,0.4
evt_syn_02515,pay_syn_02515,2993,INR,upi,card expired,card_expired,1,train,0.08,0.68,0.45
evt_syn_02516,pay_syn_02516,251,INR,card,card expired,card_expired,0,holdout,0.08,0.68,0.45
evt_syn_02517,pay_syn_02517,1217,INR,upi,network error,network_error,1,holdout,0.58,0.5,0.35
evt_syn_02518,pay_syn_02518,500,INR,netbanking,bank decline,bank_decline,1,train,0.12,0.52,0.4
evt_syn_02519,pay_syn_02519,81421,INR,card,insufficient funds,insufficient_funds,0,train,0.64,0.47,0.5
evt_syn_02520,pay_syn_02520,302,INR,netbanking,network error,network_error,0,train,0.58,0.5,0.35
evt_syn_02521,pay_syn_02521,732,INR,upi,insufficient funds,insufficient_funds,1,train,0.72,0.55,0.5
evt_syn_02522,pay_syn_02522,3546,INR,card,bank decline,bank_decline,1,train,0.12,0.52,0.4
evt_syn_02523,pay_syn_02523,647,INR,upi,international_transaction_not_allowed,international_transaction_not_allowed,3,holdout,0.11,0.68,0.4
evt_syn_02524,pay_syn_02524,14279,INR,card,insufficient funds,insufficient_funds,2,holdout,0.72,0.55,0.5
evt_syn_02525,pay_syn_02525,12206,INR,card,card expired,card_expired,3,train,0.14,0.74,0.45
evt_syn_02526,pay_syn_02526,830,INR,upi,bank decline,bank_decline,1,train,0.12,0.52,0.4
evt_syn_02527,pay_syn_02527,335,INR,netbanking,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_02528,pay_syn_02528,21994,INR,card,bank decline,bank_decline,2,holdout,0.12,0.52,0.4
evt_syn_02529,pay_syn_02529,60708,INR,card,card expired,card_expired,5,holdout,0.06,0.66,0.45
evt_syn_02530,pay_syn_02530,368,INR,upi,bank decline,bank_decline,8,train,0.18,0.58,0.4
evt_syn_02531,pay_syn_02531,10615,INR,card,authentication failed,authentication_failed,2,holdout,0.22,0.6,0.42
evt_syn_02532,pay_syn_02532,3287,INR,card,network error,network_error,2,train,0.58,0.5,0.35
evt_syn_02533,pay_syn_02533,897,INR,netbanking,card expired,card_expired,5,train,0.14,0.74,0.45
evt_syn_02534,pay_syn_02534,4672,INR,card,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_02535,pay_syn_02535,34849,INR,upi,card expired,card_expired,2,train,0.0,0.6,0.45
evt_syn_02536,pay_syn_02536,9221,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,0,train,0.05,0.62,0.4
evt_syn_02537,pay_syn_02537,453,INR,card,bank decline,bank_decline,2,holdout,0.12,0.52,0.4
evt_syn_02538,pay_syn_02538,2690,INR,upi,authentication failed,authentication_failed,3,train,0.28,0.66,0.42
evt_syn_02539,pay_syn_02539,837,INR,card,card expired,card_expired,2,holdout,0.08,0.68,0.45
evt_syn_02540,pay_syn_02540,614,INR,card,network error,network_error,5,train,0.64,0.56,0.35
evt_syn_02541,pay_syn_02541,2517,INR,card,network error,network_error,0,train,0.58,0.5,0.35
evt_syn_02542,pay_syn_02542,37987,INR,upi,network error,network_error,2,train,0.5,0.42,0.35
evt_syn_02543,pay_syn_02543,367,INR,netbanking,card expired,card_expired,1,train,0.08,0.68,0.45
evt_syn_02544,pay_syn_02544,283,INR,card,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_02545,pay_syn_02545,17488,INR,card,card expired,card_expired,8,train,0.14,0.74,0.45
evt_syn_02546,pay_syn_02546,4455,INR,card,insufficient funds,insufficient_funds,1,train,0.72,0.55,0.5
evt_syn_02547,pay_syn_02547,516,INR,card,insufficient funds,insufficient_funds,1,holdout,0.72,0.55,0.5
evt_syn_02548,pay_syn_02548,199,INR,card,insufficient funds,insufficient_funds,5,holdout,0.78,0.61,0.5
evt_syn_02549,pay_syn_02549,23034,INR,netbanking,bank decline,bank_decline,0,train,0.12,0.52,0.4
evt_syn_02550,pay_syn_02550,826,INR,card,bank decline,bank_decline,1,train,0.12,0.52,0.4
evt_syn_02551,pay_syn_02551,993,INR,card,bank decline,bank_decline,3,train,0.18,0.58,0.4
evt_syn_02552,pay_syn_02552,2611,INR,card,card expired,card_expired,5,train,0.14,0.74,0.45
evt_syn_02553,pay_syn_02553,3084,INR,upi,bank decline,bank_decline,1,train,0.12,0.52,0.4
evt_syn_02554,pay_syn_02554,10067,INR,card,network error,network_error,3,train,0.64,0.56,0.35
evt_syn_02555,pay_syn_02555,280,INR,card,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_02556,pay_syn_02556,939,INR,card,network error,network_error,0,train,0.58,0.5,0.35
evt_syn_02557,pay_syn_02557,12132,INR,netbanking,international_transaction_not_allowed,international_transaction_not_allowed,1,holdout,0.05,0.62,0.4
evt_syn_02558,pay_syn_02558,12753,INR,card,card expired,card_expired,3,train,0.14,0.74,0.45
evt_syn_02559,pay_syn_02559,231,INR,card,insufficient funds,insufficient_funds,5,train,0.78,0.61,0.5
evt_syn_02560,pay_syn_02560,4958,INR,card,bank decline,bank_decline,1,train,0.12,0.52,0.4
evt_syn_02561,pay_syn_02561,11919,INR,netbanking,bank decline,bank_decline,3,holdout,0.18,0.58,0.4
evt_syn_02562,pay_syn_02562,17689,INR,upi,insufficient funds,insufficient_funds,8,train,0.78,0.61,0.5
evt_syn_02563,pay_syn_02563,1172,INR,card,bank decline,bank_decline,5,train,0.18,0.58,0.4
evt_syn_02564,pay_syn_02564,1828,INR,upi,international_transaction_not_allowed,international_transaction_not_allowed,3,train,0.11,0.68,0.4
evt_syn_02565,pay_syn_02565,2404,INR,card,insufficient funds,insufficient_funds,5,train,0.78,0.61,0.5
evt_syn_02566,pay_syn_02566,13209,INR,card,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_02567,pay_syn_02567,13273,INR,upi,authentication failed,authentication_failed,1,holdout,0.22,0.6,0.42
evt_syn_02568,pay_syn_02568,8222,INR,card,network error,network_error,1,train,0.58,0.5,0.35
evt_syn_02569,pay_syn_02569,3206,INR,upi,authentication failed,authentication_failed,8,train,0.28,0.66,0.42
evt_syn_02570,pay_syn_02570,3568,INR,card,card expired,card_expired,8,train,0.14,0.74,0.45
evt_syn_02571,pay_syn_02571,44947,INR,card,bank decline,bank_decline,2,holdout,0.04,0.44,0.4
evt_syn_02572,pay_syn_02572,4651,INR,card,card expired,card_expired,3,holdout,0.14,0.74,0.45
evt_syn_02573,pay_syn_02573,2617,INR,netbanking,authentication failed,authentication_failed,1,train,0.22,0.6,0.42
evt_syn_02574,pay_syn_02574,18915,INR,upi,card expired,card_expired,1,train,0.08,0.68,0.45
evt_syn_02575,pay_syn_02575,13769,INR,netbanking,insufficient funds,insufficient_funds,5,holdout,0.78,0.61,0.5
evt_syn_02576,pay_syn_02576,20016,INR,card,insufficient funds,insufficient_funds,3,train,0.78,0.61,0.5
evt_syn_02577,pay_syn_02577,3262,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,1,holdout,0.05,0.62,0.4
evt_syn_02578,pay_syn_02578,3972,INR,netbanking,network error,network_error,1,train,0.58,0.5,0.35
evt_syn_02579,pay_syn_02579,2346,INR,upi,insufficient funds,insufficient_funds,2,train,0.72,0.55,0.5
evt_syn_02580,pay_syn_02580,9230,INR,card,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_02581,pay_syn_02581,18343,INR,card,card expired,card_expired,3,train,0.14,0.74,0.45
evt_syn_02582,pay_syn_02582,3221,INR,card,network error,network_error,3,train,0.64,0.56,0.35
evt_syn_02583,pay_syn_02583,202,INR,card,insufficient funds,insufficient_funds,8,holdout,0.78,0.61,0.5
evt_syn_02584,pay_syn_02584,30864,INR,upi,bank decline,bank_decline,0,train,0.04,0.44,0.4
evt_syn_02585,pay_syn_02585,23758,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,2,train,0.05,0.62,0.4
evt_syn_02586,pay_syn_02586,10836,INR,card,authentication failed,authentication_failed,3,train,0.28,0.66,0.42
evt_syn_02587,pay_syn_02587,2025,INR,netbanking,bank decline,bank_decline,3,holdout,0.18,0.58,0.4
evt_syn_02588,pay_syn_02588,263,INR,card,bank decline,bank_decline,0,train,0.12,0.52,0.4
evt_syn_02589,pay_syn_02589,2960,INR,card,bank decline,bank_decline,8,train,0.18,0.58,0.4
evt_syn_02590,pay_syn_02590,12084,INR,netbanking,bank decline,bank_decline,0,holdout,0.12,0.52,0.4
evt_syn_02591,pay_syn_02591,834,INR,netbanking,card expired,card_expired,2,holdout,0.08,0.68,0.45
evt_syn_02592,pay_syn_02592,64860,INR,upi,insufficient funds,insufficient_funds,5,train,0.7,0.53,0.5
evt_syn_02593,pay_syn_02593,2510,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,0,train,0.05,0.62,0.4
evt_syn_02594,pay_syn_02594,1070,INR,card,insufficient funds,insufficient_funds,8,train,0.78,0.61,0.5
evt_syn_02595,pay_syn_02595,20163,INR,card,card expired,card_expired,5,train,0.14,0.74,0.45
evt_syn_02596,pay_syn_02596,4138,INR,card,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_02597,pay_syn_02597,4119,INR,netbanking,international_transaction_not_allowed,international_transaction_not_allowed,1,holdout,0.05,0.62,0.4
evt_syn_02598,pay_syn_02598,9031,INR,upi,bank decline,bank_decline,1,train,0.12,0.52,0.4
evt_syn_02599,pay_syn_02599,506,INR,card,bank decline,bank_decline,3,train,0.18,0.58,0.4
evt_syn_02600,pay_syn_02600,68393,INR,upi,bank decline,bank_decline,1,holdout,0.04,0.44,0.4
evt_syn_02601,pay_syn_02601,3040,INR,card,network error,network_error,1,train,0.58,0.5,0.35
evt_syn_02602,pay_syn_02602,1756,INR,card,insufficient funds,insufficient_funds,3,holdout,0.78,0.61,0.5
evt_syn_02603,pay_syn_02603,20939,INR,card,authentication failed,authentication_failed,0,holdout,0.22,0.6,0.42
evt_syn_02604,pay_syn_02604,789,INR,card,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_02605,pay_syn_02605,24014,INR,card,card expired,card_expired,3,holdout,0.14,0.74,0.45
evt_syn_02606,pay_syn_02606,3828,INR,netbanking,international_transaction_not_allowed,international_transaction_not_allowed,2,train,0.05,0.62,0.4
evt_syn_02607,pay_syn_02607,4812,INR,upi,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_02608,pay_syn_02608,7242,INR,netbanking,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_02609,pay_syn_02609,568,INR,card,bank decline,bank_decline,1,train,0.12,0.52,0.4
evt_syn_02610,pay_syn_02610,4252,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,0,train,0.05,0.62,0.4
evt_syn_02611,pay_syn_02611,4549,INR,card,authentication failed,authentication_failed,0,train,0.22,0.6,0.42
evt_syn_02612,pay_syn_02612,954,INR,netbanking,authentication failed,authentication_failed,8,train,0.28,0.66,0.42
evt_syn_02613,pay_syn_02613,9477,INR,card,card expired,card_expired,2,train,0.08,0.68,0.45
evt_syn_02614,pay_syn_02614,3511,INR,card,card expired,card_expired,3,holdout,0.14,0.74,0.45
evt_syn_02615,pay_syn_02615,803,INR,netbanking,card expired,card_expired,1,train,0.08,0.68,0.45
evt_syn_02616,pay_syn_02616,17042,INR,card,card expired,card_expired,3,train,0.14,0.74,0.45
evt_syn_02617,pay_syn_02617,38288,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,2,train,0.0,0.54,0.4
evt_syn_02618,pay_syn_02618,14506,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,0,train,0.05,0.62,0.4
evt_syn_02619,pay_syn_02619,53051,INR,upi,insufficient funds,insufficient_funds,3,train,0.7,0.53,0.5
evt_syn_02620,pay_syn_02620,43827,INR,card,card expired,card_expired,0,holdout,0.0,0.6,0.45
evt_syn_02621,pay_syn_02621,308,INR,upi,bank decline,bank_decline,1,train,0.12,0.52,0.4
evt_syn_02622,pay_syn_02622,11041,INR,upi,authentication failed,authentication_failed,1,train,0.22,0.6,0.42
evt_syn_02623,pay_syn_02623,3716,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,0,train,0.05,0.62,0.4
evt_syn_02624,pay_syn_02624,18977,INR,card,card expired,card_expired,2,train,0.08,0.68,0.45
evt_syn_02625,pay_syn_02625,1649,INR,card,card expired,card_expired,0,holdout,0.08,0.68,0.45
evt_syn_02626,pay_syn_02626,312,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,5,train,0.11,0.68,0.4
evt_syn_02627,pay_syn_02627,12753,INR,netbanking,insufficient funds,insufficient_funds,3,train,0.78,0.61,0.5
evt_syn_02628,pay_syn_02628,1918,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,1,holdout,0.05,0.62,0.4
evt_syn_02629,pay_syn_02629,2967,INR,card,network error,network_error,0,train,0.58,0.5,0.35
evt_syn_02630,pay_syn_02630,1896,INR,netbanking,card expired,card_expired,8,train,0.14,0.74,0.45
evt_syn_02631,pay_syn_02631,937,INR,card,network error,network_error,1,train,0.58,0.5,0.35
evt_syn_02632,pay_syn_02632,10082,INR,card,card expired,card_expired,3,train,0.14,0.74,0.45
evt_syn_02633,pay_syn_02633,488,INR,card,network error,network_error,1,holdout,0.58,0.5,0.35
evt_syn_02634,pay_syn_02634,3513,INR,netbanking,authentication failed,authentication_failed,2,holdout,0.22,0.6,0.42
evt_syn_02635,pay_syn_02635,25110,INR,card,authentication failed,authentication_failed,0,train,0.14,0.52,0.42
evt_syn_02636,pay_syn_02636,3326,INR,upi,authentication failed,authentication_failed,1,train,0.22,0.6,0.42
evt_syn_02637,pay_syn_02637,4130,INR,card,insufficient funds,insufficient_funds,1,train,0.72,0.55,0.5
evt_syn_02638,pay_syn_02638,14856,INR,card,authentication failed,authentication_failed,2,train,0.22,0.6,0.42
evt_syn_02639,pay_syn_02639,449,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,1,train,0.05,0.62,0.4
evt_syn_02640,pay_syn_02640,3019,INR,netbanking,bank decline,bank_decline,0,train,0.12,0.52,0.4
evt_syn_02641,pay_syn_02641,1561,INR,card,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_02642,pay_syn_02642,54758,INR,netbanking,card expired,card_expired,0,train,0.0,0.6,0.45
evt_syn_02643,pay_syn_02643,8579,INR,card,insufficient funds,insufficient_funds,1,train,0.72,0.55,0.5
evt_syn_02644,pay_syn_02644,2148,INR,upi,network error,network_error,2,holdout,0.58,0.5,0.35
evt_syn_02645,pay_syn_02645,45046,INR,card,insufficient funds,insufficient_funds,0,holdout,0.64,0.47,0.5
evt_syn_02646,pay_syn_02646,8951,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,0,train,0.05,0.62,0.4
evt_syn_02647,pay_syn_02647,5104,INR,upi,authentication failed,authentication_failed,8,holdout,0.28,0.66,0.42
evt_syn_02648,pay_syn_02648,2354,INR,netbanking,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_02649,pay_syn_02649,2749,INR,card,network error,network_error,3,holdout,0.64,0.56,0.35
evt_syn_02650,pay_syn_02650,955,INR,netbanking,international_transaction_not_allowed,international_transaction_not_allowed,0,train,0.05,0.62,0.4
evt_syn_02651,pay_syn_02651,359,INR,card,card expired,card_expired,0,holdout,0.08,0.68,0.45
evt_syn_02652,pay_syn_02652,334,INR,card,insufficient funds,insufficient_funds,1,train,0.72,0.55,0.5
evt_syn_02653,pay_syn_02653,319,INR,card,card expired,card_expired,3,train,0.14,0.74,0.45
evt_syn_02654,pay_syn_02654,12074,INR,card,bank decline,bank_decline,0,holdout,0.12,0.52,0.4
evt_syn_02655,pay_syn_02655,1701,INR,netbanking,insufficient funds,insufficient_funds,1,train,0.72,0.55,0.5
evt_syn_02656,pay_syn_02656,1347,INR,card,bank decline,bank_decline,3,train,0.18,0.58,0.4
evt_syn_02657,pay_syn_02657,3865,INR,card,card expired,card_expired,5,holdout,0.14,0.74,0.45
evt_syn_02658,pay_syn_02658,23697,INR,netbanking,authentication failed,authentication_failed,8,holdout,0.28,0.66,0.42
evt_syn_02659,pay_syn_02659,79691,INR,netbanking,network error,network_error,0,train,0.5,0.42,0.35
evt_syn_02660,pay_syn_02660,38922,INR,upi,international_transaction_not_allowed,international_transaction_not_allowed,0,train,0.0,0.54,0.4
evt_syn_02661,pay_syn_02661,950,INR,card,card expired,card_expired,3,train,0.14,0.74,0.45
evt_syn_02662,pay_syn_02662,12616,INR,netbanking,card expired,card_expired,8,train,0.14,0.74,0.45
evt_syn_02663,pay_syn_02663,18764,INR,netbanking,authentication failed,authentication_failed,3,holdout,0.28,0.66,0.42
evt_syn_02664,pay_syn_02664,4724,INR,card,insufficient funds,insufficient_funds,2,train,0.72,0.55,0.5
evt_syn_02665,pay_syn_02665,17071,INR,card,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_02666,pay_syn_02666,18956,INR,card,authentication failed,authentication_failed,2,train,0.22,0.6,0.42
evt_syn_02667,pay_syn_02667,2360,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,2,train,0.05,0.62,0.4
evt_syn_02668,pay_syn_02668,17289,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,5,train,0.11,0.68,0.4
evt_syn_02669,pay_syn_02669,651,INR,netbanking,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_02670,pay_syn_02670,3790,INR,card,bank decline,bank_decline,1,train,0.12,0.52,0.4
evt_syn_02671,pay_syn_02671,5396,INR,card,bank decline,bank_decline,5,train,0.18,0.58,0.4
evt_syn_02672,pay_syn_02672,14598,INR,card,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_02673,pay_syn_02673,4663,INR,card,bank decline,bank_decline,2,train,0.12,0.52,0.4
evt_syn_02674,pay_syn_02674,25846,INR,card,authentication failed,authentication_failed,3,train,0.2,0.58,0.42
evt_syn_02675,pay_syn_02675,13257,INR,card,authentication failed,authentication_failed,2,train,0.22,0.6,0.42
evt_syn_02676,pay_syn_02676,14836,INR,netbanking,insufficient funds,insufficient_funds,3,train,0.78,0.61,0.5
evt_syn_02677,pay_syn_02677,16255,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,0,train,0.05,0.62,0.4
evt_syn_02678,pay_syn_02678,2920,INR,upi,bank decline,bank_decline,0,train,0.12,0.52,0.4
evt_syn_02679,pay_syn_02679,876,INR,card,insufficient funds,insufficient_funds,1,train,0.72,0.55,0.5
evt_syn_02680,pay_syn_02680,940,INR,netbanking,authentication failed,authentication_failed,2,train,0.22,0.6,0.42
evt_syn_02681,pay_syn_02681,621,INR,card,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_02682,pay_syn_02682,1200,INR,card,network error,network_error,1,holdout,0.58,0.5,0.35
evt_syn_02683,pay_syn_02683,930,INR,upi,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_02684,pay_syn_02684,4506,INR,upi,card expired,card_expired,2,train,0.08,0.68,0.45
evt_syn_02685,pay_syn_02685,838,INR,netbanking,bank decline,bank_decline,3,train,0.18,0.58,0.4
evt_syn_02686,pay_syn_02686,1192,INR,upi,insufficient funds,insufficient_funds,8,train,0.78,0.61,0.5
evt_syn_02687,pay_syn_02687,23671,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,3,train,0.11,0.68,0.4
evt_syn_02688,pay_syn_02688,17907,INR,upi,card expired,card_expired,2,train,0.08,0.68,0.45
evt_syn_02689,pay_syn_02689,2548,INR,card,network error,network_error,3,train,0.64,0.56,0.35
evt_syn_02690,pay_syn_02690,1634,INR,card,insufficient funds,insufficient_funds,3,train,0.78,0.61,0.5
evt_syn_02691,pay_syn_02691,1699,INR,card,authentication failed,authentication_failed,2,train,0.22,0.6,0.42
evt_syn_02692,pay_syn_02692,628,INR,card,insufficient funds,insufficient_funds,3,train,0.78,0.61,0.5
evt_syn_02693,pay_syn_02693,1876,INR,card,authentication failed,authentication_failed,0,train,0.22,0.6,0.42
evt_syn_02694,pay_syn_02694,19777,INR,upi,bank decline,bank_decline,8,train,0.18,0.58,0.4
evt_syn_02695,pay_syn_02695,2190,INR,card,network error,network_error,5,train,0.64,0.56,0.35
evt_syn_02696,pay_syn_02696,11046,INR,card,bank decline,bank_decline,1,train,0.12,0.52,0.4
